Generación,Mejor Individuo,Fitness
100,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
101,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
102,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
103,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
104,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
105,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
106,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
107,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
108,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
109,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
110,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 485.64485810879495, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",134945.9008345329
111,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
112,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
113,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
114,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
115,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
116,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
117,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
118,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
119,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
120,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
121,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
122,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
123,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
124,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
125,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
126,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
127,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
128,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
129,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
130,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
131,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
132,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
133,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
134,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
135,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
136,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
137,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
138,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
139,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
140,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
141,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
142,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
143,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
144,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
145,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
146,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
147,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
148,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
149,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
150,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.629786910041, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135758.0054421859
151,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.0680202870538, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135904.06476416258
152,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.0680202870538, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135904.06476416258
153,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.0680202870538, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135904.06476416258
154,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 365.0680202870538, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",135904.06476416258
155,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
156,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
157,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
158,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
159,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
160,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
161,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
162,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
163,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
164,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
165,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
166,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
167,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
168,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
169,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
170,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
171,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
172,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
173,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
174,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
175,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
176,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
177,"{'x1': 40.512177349553866, 'x2': 2.3972964825377807, 'x3': 361.4141901664889, 'y1': 127.98414117512347, 'y2': 4.425648888819634, 'w1': 21.206587022824618, 'w2': 491.0588888264818, 'w3': 4637.827258960432, 'w4': 2461.3832258116845}",136854.06059550948
