Generación,Mejor Posición Global,Fitness
135,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
136,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
137,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
138,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
139,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
140,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
141,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
142,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
143,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
144,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
145,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
146,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
147,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
148,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
149,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
150,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
151,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
152,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
153,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
154,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
155,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
156,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
157,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
158,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
159,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
160,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
161,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
162,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
163,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
164,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
165,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
166,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
167,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
168,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
169,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
170,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
171,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
172,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
173,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
174,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
175,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
176,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
177,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
178,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
179,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
180,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
181,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
182,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
183,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
184,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
185,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
186,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
187,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
188,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
189,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
190,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
191,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
192,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
193,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
194,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
195,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
196,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
197,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
198,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
199,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
200,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
201,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
202,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
203,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
204,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
205,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
206,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
207,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
208,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
209,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
210,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
211,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
212,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
213,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
214,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
215,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
216,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
217,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
218,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
219,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
220,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
221,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
222,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
223,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
224,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
225,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
226,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
227,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
228,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
229,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
230,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
231,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
232,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
233,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
234,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
235,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
236,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
237,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
238,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
239,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
240,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
241,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
242,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
243,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
244,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
245,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
246,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
247,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
248,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
249,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
250,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
251,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
252,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
253,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
254,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
255,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
256,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
257,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
258,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
259,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
260,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
261,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
262,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
263,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
264,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
265,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
266,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
267,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
268,"{'x1': 93.24101804143379, 'x2': 0, 'x3': 239.2926782021551, 'y1': 0, 'y2': 240.0, 'w1': 0, 'w2': 6000.0, 'w3': 6000.0, 'w4': 0}",973793.4072598614
